grupo_edad,nacionalidad,anio,poblacion
De 35 a 39 anios,Espaniola,1 de julio de 2018,1.464.987
De 35 a 39 anios,Espaniola,1 de enero de 2018,1.501.826
De 35 a 39 anios,Espaniola,1 de julio de 2017,1.535.254
De 35 a 39 anios,Espaniola,1 de enero de 2017,1.568.188
De 35 a 39 anios,Espaniola,1 de julio de 2016,1.597.543
De 35 a 39 anios,Espaniola,1 de enero de 2016,1.624.116
De 35 a 39 anios,Espaniola,1 de julio de 2015,1.645.952
De 35 a 39 anios,Espaniola,1 de enero de 2015,1.666.850
De 35 a 39 anios,Espaniola,1 de julio de 2014,1.680.791
De 35 a 39 anios,Espaniola,1 de enero de 2014,1.689.320
De 35 a 39 anios,Espaniola,1 de julio de 2013,1.686.984
De 35 a 39 anios,Espaniola,1 de enero de 2013,1.685.436
De 35 a 39 anios,Espaniola,1 de julio de 2012,1.687.314
De 35 a 39 anios,Espaniola,1 de enero de 2012,1.686.098
De 35 a 39 anios,Espaniola,1 de julio de 2011,1.676.884
De 35 a 39 anios,Espaniola,1 de enero de 2011,1.667.492
De 35 a 39 anios,Espaniola,1 de julio de 2010,1.655.516
De 35 a 39 anios,Espaniola,1 de enero de 2010,1.642.857
De 35 a 39 anios,Espaniola,1 de julio de 2009,1.630.090
De 35 a 39 anios,Espaniola,1 de enero de 2009,1.621.602
De 35 a 39 anios,Espaniola,1 de julio de 2008,1.614.312
De 35 a 39 anios,Espaniola,1 de enero de 2008,1.605.300
De 35 a 39 anios,Espaniola,1 de julio de 2007,1.600.403
De 35 a 39 anios,Espaniola,1 de enero de 2007,1.596.030
De 35 a 39 anios,Espaniola,1 de julio de 2006,1.591.124
De 35 a 39 anios,Espaniola,1 de enero de 2006,1.586.090
De 35 a 39 anios,Espaniola,1 de julio de 2005,1.584.031
De 35 a 39 anios,Espaniola,1 de enero de 2005,1.582.024
De 35 a 39 anios,Espaniola,1 de julio de 2004,1.583.921
De 35 a 39 anios,Espaniola,1 de enero de 2004,1.585.810
De 35 a 39 anios,Espaniola,1 de julio de 2003,1.580.839
De 35 a 39 anios,Espaniola,1 de enero de 2003,1.576.395
De 35 a 39 anios,Espaniola,1 de julio de 2002,1.565.011
De 35 a 39 anios,Espaniola,1 de enero de 2002,1.553.765
De 35 a 39 anios,Pais de la UE27_2020 sin Espania,1 de julio de 2022,96.435
De 35 a 39 anios,Pais de la UE27_2020 sin Espania,1 de enero de 2022,98.221
De 35 a 39 anios,Pais de la UE27_2020 sin Espania,1 de julio de 2021,98.579
De 35 a 39 anios,Pais de la UE27_2020 sin Espania,1 de enero de 2021,100.297
De 35 a 39 anios,Pais de la UE27_2020 sin Espania,1 de julio de 2020,101.245
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2020,108.903
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2019,109.250
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2019,109.043
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2018,109.073
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2018,109.922
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2017,109.740
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2017,110.890
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2016,110.209
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2016,109.725
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2015,108.948
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2015,108.508
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2014,108.228
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2014,107.967
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2013,107.648
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2013,107.071
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2012,105.764
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2012,104.075
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2011,101.373
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2011,99.049
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2010,97.578
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2010,95.912
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2009,94.873
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2009,93.615
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2008,92.272
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2008,90.042
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2007,84.265
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2007,77.085
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2006,69.482
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2006,63.691
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2005,57.774
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2005,51.578
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2004,44.693
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2004,40.152
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2003,35.439
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2003,31.514
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de julio de 2002,27.197
De 35 a 39 anios,Pais de la UE28 sin Espania,1 de enero de 2002,23.695
De 35 a 39 anios,Pais de Europa menos UE27_2020,1 de julio de 2022,28.407
De 35 a 39 anios,Pais de Europa menos UE27_2020,1 de enero de 2022,24.485
De 35 a 39 anios,Pais de Europa menos UE27_2020,1 de julio de 2021,24.722
De 35 a 39 anios,Pais de Europa menos UE27_2020,1 de enero de 2021,25.097
De 35 a 39 anios,Pais de Europa menos UE27_2020,1 de julio de 2020,25.032
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2020,18.736
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2019,18.525
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2019,18.410
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2018,17.952
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2018,17.820
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2017,17.426
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2017,17.369
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2016,17.192
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2016,17.202
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2015,16.884
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2015,16.743
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2014,16.485
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2014,16.398
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2013,16.284
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2013,16.334
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2012,16.147
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2012,15.890
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2011,15.352
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2011,14.855
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2010,14.447
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2010,14.040
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2009,13.615
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2009,13.134
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2008,12.558
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2008,11.968
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2007,11.217
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2007,10.435
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2006,9.693
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2006,9.163
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2005,8.579
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2005,7.911
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2004,7.058
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2004,6.615
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2003,5.994
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2003,5.339
De 35 a 39 anios,Pais de Europa menos UE28,1 de julio de 2002,4.495
De 35 a 39 anios,Pais de Europa menos UE28,1 de enero de 2002,3.802
De 35 a 39 anios,De Africa,1 de julio de 2022,54.594
De 35 a 39 anios,De Africa,1 de enero de 2022,54.250
De 35 a 39 anios,De Africa,1 de julio de 2021,53.376
De 35 a 39 anios,De Africa,1 de enero de 2021,53.702
De 35 a 39 anios,De Africa,1 de julio de 2020,53.714
De 35 a 39 anios,De Africa,1 de enero de 2020,53.435
De 35 a 39 anios,De Africa,1 de julio de 2019,51.610
De 35 a 39 anios,De Africa,1 de enero de 2019,50.527
De 35 a 39 anios,De Africa,1 de julio de 2018,48.953
De 35 a 39 anios,De Africa,1 de enero de 2018,48.275
De 35 a 39 anios,De Africa,1 de julio de 2017,47.316
De 35 a 39 anios,De Africa,1 de enero de 2017,46.750
De 35 a 39 anios,De Africa,1 de julio de 2016,46.472
De 35 a 39 anios,De Africa,1 de enero de 2016,46.723
De 35 a 39 anios,De Africa,1 de julio de 2015,45.852
De 35 a 39 anios,De Africa,1 de enero de 2015,45.095
De 35 a 39 anios,De Africa,1 de julio de 2014,44.877
De 35 a 39 anios,De Africa,1 de enero de 2014,44.947
De 35 a 39 anios,De Africa,1 de julio de 2013,44.757
De 35 a 39 anios,De Africa,1 de enero de 2013,44.472
De 35 a 39 anios,De Africa,1 de julio de 2012,43.637
De 35 a 39 anios,De Africa,1 de enero de 2012,42.670
De 35 a 39 anios,De Africa,1 de julio de 2011,41.577
De 35 a 39 anios,De Africa,1 de enero de 2011,40.309
De 35 a 39 anios,De Africa,1 de julio de 2010,39.431
De 35 a 39 anios,De Africa,1 de enero de 2010,38.320
De 35 a 39 anios,De Africa,1 de julio de 2009,36.866
De 35 a 39 anios,De Africa,1 de enero de 2009,34.674
De 35 a 39 anios,De Africa,1 de julio de 2008,32.621
De 35 a 39 anios,De Africa,1 de enero de 2008,30.537
De 35 a 39 anios,De Africa,1 de julio de 2007,28.219
De 35 a 39 anios,De Africa,1 de enero de 2007,26.132
De 35 a 39 anios,De Africa,1 de julio de 2006,24.702
De 35 a 39 anios,De Africa,1 de enero de 2006,23.456
De 35 a 39 anios,De Africa,1 de julio de 2005,21.787
De 35 a 39 anios,De Africa,1 de enero de 2005,20.037
De 35 a 39 anios,De Africa,1 de julio de 2004,18.640
De 35 a 39 anios,De Africa,1 de enero de 2004,17.611
De 35 a 39 anios,De Africa,1 de julio de 2003,16.310
De 35 a 39 anios,De Africa,1 de enero de 2003,15.040
De 35 a 39 anios,De Africa,1 de julio de 2002,13.825
De 35 a 39 anios,De Africa,1 de enero de 2002,12.651
De 35 a 39 anios,De America del Norte,1 de julio de 2022,5.117
De 35 a 39 anios,De America del Norte,1 de enero de 2022,5.189
De 35 a 39 anios,De America del Norte,1 de julio de 2021,5.051
De 35 a 39 anios,De America del Norte,1 de enero de 2021,5.060
De 35 a 39 anios,De America del Norte,1 de julio de 2020,5.007
De 35 a 39 anios,De America del Norte,1 de enero de 2020,5.048
De 35 a 39 anios,De America del Norte,1 de julio de 2019,4.830
De 35 a 39 anios,De America del Norte,1 de enero de 2019,4.736
De 35 a 39 anios,De America del Norte,1 de julio de 2018,4.473
De 35 a 39 anios,De America del Norte,1 de enero de 2018,4.357
De 35 a 39 anios,De America del Norte,1 de julio de 2017,4.095
De 35 a 39 anios,De America del Norte,1 de enero de 2017,3.975
De 35 a 39 anios,De America del Norte,1 de julio de 2016,3.847
De 35 a 39 anios,De America del Norte,1 de enero de 2016,3.825
De 35 a 39 anios,De America del Norte,1 de julio de 2015,3.653
De 35 a 39 anios,De America del Norte,1 de enero de 2015,3.560
De 35 a 39 anios,De America del Norte,1 de julio de 2014,3.511
De 35 a 39 anios,De America del Norte,1 de enero de 2014,3.635
De 35 a 39 anios,De America del Norte,1 de julio de 2013,3.729
De 35 a 39 anios,De America del Norte,1 de enero de 2013,3.790
De 35 a 39 anios,De America del Norte,1 de julio de 2012,3.685
De 35 a 39 anios,De America del Norte,1 de enero de 2012,3.575
De 35 a 39 anios,De America del Norte,1 de julio de 2011,3.453
De 35 a 39 anios,De America del Norte,1 de enero de 2011,3.457
De 35 a 39 anios,De America del Norte,1 de julio de 2010,3.414
De 35 a 39 anios,De America del Norte,1 de enero de 2010,3.398
De 35 a 39 anios,De America del Norte,1 de julio de 2009,3.327
De 35 a 39 anios,De America del Norte,1 de enero de 2009,3.211
De 35 a 39 anios,De America del Norte,1 de julio de 2008,3.123
De 35 a 39 anios,De America del Norte,1 de enero de 2008,3.062
De 35 a 39 anios,De America del Norte,1 de julio de 2007,2.931
De 35 a 39 anios,De America del Norte,1 de enero de 2007,2.802
De 35 a 39 anios,De America del Norte,1 de julio de 2006,2.663
De 35 a 39 anios,De America del Norte,1 de enero de 2006,2.590
De 35 a 39 anios,De America del Norte,1 de julio de 2005,2.496
De 35 a 39 anios,De America del Norte,1 de enero de 2005,2.394
De 35 a 39 anios,De America del Norte,1 de julio de 2004,2.278
De 35 a 39 anios,De America del Norte,1 de enero de 2004,2.171
De 35 a 39 anios,De America del Norte,1 de julio de 2003,2.031
De 35 a 39 anios,De America del Norte,1 de enero de 2003,1.919
De 35 a 39 anios,De America del Norte,1 de julio de 2002,1.802
De 35 a 39 anios,De America del Norte,1 de enero de 2002,1.712
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2022,26.299
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2022,26.017
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2021,26.108
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2021,26.256
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2020,25.982
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2020,24.968
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2019,23.265
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2019,21.075
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2018,19.336
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2018,17.920
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2017,16.558
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2017,15.394
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2016,14.955
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2016,15.221
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2015,14.914
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2015,14.807
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2014,14.999
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2014,15.832
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2013,16.716
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2013,17.683
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2012,17.533
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2012,17.196
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2011,16.777
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2011,16.337
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2010,16.020
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2010,15.720
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2009,15.334
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2009,14.561
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2008,13.590
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2008,12.554
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2007,11.387
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2007,10.036
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2006,9.092
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2006,8.480
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2005,8.038
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2005,7.610
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2004,7.107
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2004,6.840
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2003,6.550
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2003,6.330
De 35 a 39 anios,De Centro America y Caribe,1 de julio de 2002,6.090
De 35 a 39 anios,De Centro America y Caribe,1 de enero de 2002,5.809
De 35 a 39 anios,De SudAmerica,1 de julio de 2022,74.798
De 35 a 39 anios,De SudAmerica,1 de enero de 2022,69.809
De 35 a 39 anios,De SudAmerica,1 de julio de 2021,69.202
De 35 a 39 anios,De SudAmerica,1 de enero de 2021,71.881
De 35 a 39 anios,De SudAmerica,1 de julio de 2020,73.065
De 35 a 39 anios,De SudAmerica,1 de enero de 2020,71.531
De 35 a 39 anios,De SudAmerica,1 de julio de 2019,68.034
De 35 a 39 anios,De SudAmerica,1 de enero de 2019,65.047
De 35 a 39 anios,De SudAmerica,1 de julio de 2018,62.637
De 35 a 39 anios,De SudAmerica,1 de enero de 2018,61.512
De 35 a 39 anios,De SudAmerica,1 de julio de 2017,59.399
De 35 a 39 anios,De SudAmerica,1 de enero de 2017,59.082
De 35 a 39 anios,De SudAmerica,1 de julio de 2016,59.220
De 35 a 39 anios,De SudAmerica,1 de enero de 2016,62.196
De 35 a 39 anios,De SudAmerica,1 de julio de 2015,62.849
De 35 a 39 anios,De SudAmerica,1 de enero de 2015,64.762
De 35 a 39 anios,De SudAmerica,1 de julio de 2014,67.434
De 35 a 39 anios,De SudAmerica,1 de enero de 2014,74.568
De 35 a 39 anios,De SudAmerica,1 de julio de 2013,82.769
De 35 a 39 anios,De SudAmerica,1 de enero de 2013,90.633
De 35 a 39 anios,De SudAmerica,1 de julio de 2012,92.713
De 35 a 39 anios,De SudAmerica,1 de enero de 2012,96.087
De 35 a 39 anios,De SudAmerica,1 de julio de 2011,98.726
De 35 a 39 anios,De SudAmerica,1 de enero de 2011,100.456
De 35 a 39 anios,De SudAmerica,1 de julio de 2010,102.893
De 35 a 39 anios,De SudAmerica,1 de enero de 2010,105.754
De 35 a 39 anios,De SudAmerica,1 de julio de 2009,108.059
De 35 a 39 anios,De SudAmerica,1 de enero de 2009,105.767
De 35 a 39 anios,De SudAmerica,1 de julio de 2008,103.290
De 35 a 39 anios,De SudAmerica,1 de enero de 2008,100.859
De 35 a 39 anios,De SudAmerica,1 de julio de 2007,96.972
De 35 a 39 anios,De SudAmerica,1 de enero de 2007,91.502
De 35 a 39 anios,De SudAmerica,1 de julio de 2006,86.574
De 35 a 39 anios,De SudAmerica,1 de enero de 2006,82.672
De 35 a 39 anios,De SudAmerica,1 de julio de 2005,79.495
De 35 a 39 anios,De SudAmerica,1 de enero de 2005,74.993
De 35 a 39 anios,De SudAmerica,1 de julio de 2004,69.924
De 35 a 39 anios,De SudAmerica,1 de enero de 2004,66.101
De 35 a 39 anios,De SudAmerica,1 de julio de 2003,61.199
De 35 a 39 anios,De SudAmerica,1 de enero de 2003,54.650
De 35 a 39 anios,De SudAmerica,1 de julio de 2002,48.441
De 35 a 39 anios,De SudAmerica,1 de enero de 2002,40.092
De 35 a 39 anios,De Asia,1 de julio de 2022,24.174
De 35 a 39 anios,De Asia,1 de enero de 2022,24.173
De 35 a 39 anios,De Asia,1 de julio de 2021,23.916
De 35 a 39 anios,De Asia,1 de enero de 2021,23.922
De 35 a 39 anios,De Asia,1 de julio de 2020,23.598
De 35 a 39 anios,De Asia,1 de enero de 2020,23.312
De 35 a 39 anios,De Asia,1 de julio de 2019,22.512
De 35 a 39 anios,De Asia,1 de enero de 2019,21.774
De 35 a 39 anios,De Asia,1 de julio de 2018,20.919
De 35 a 39 anios,De Asia,1 de enero de 2018,20.267
De 35 a 39 anios,De Asia,1 de julio de 2017,19.544
De 35 a 39 anios,De Asia,1 de enero de 2017,19.093
De 35 a 39 anios,De Asia,1 de julio de 2016,18.664
De 35 a 39 anios,De Asia,1 de enero de 2016,18.370
De 35 a 39 anios,De Asia,1 de julio de 2015,18.131
De 35 a 39 anios,De Asia,1 de enero de 2015,17.981
De 35 a 39 anios,De Asia,1 de julio de 2014,17.804
De 35 a 39 anios,De Asia,1 de enero de 2014,17.835
De 35 a 39 anios,De Asia,1 de julio de 2013,18.087
De 35 a 39 anios,De Asia,1 de enero de 2013,18.189
De 35 a 39 anios,De Asia,1 de julio de 2012,18.125
De 35 a 39 anios,De Asia,1 de enero de 2012,18.100
De 35 a 39 anios,De Asia,1 de julio de 2011,17.764
De 35 a 39 anios,De Asia,1 de enero de 2011,17.232
De 35 a 39 anios,De Asia,1 de julio de 2010,16.663
De 35 a 39 anios,De Asia,1 de enero de 2010,16.089
De 35 a 39 anios,De Asia,1 de julio de 2009,15.650
De 35 a 39 anios,De Asia,1 de enero de 2009,14.964
De 35 a 39 anios,De Asia,1 de julio de 2008,14.013
De 35 a 39 anios,De Asia,1 de enero de 2008,12.890
De 35 a 39 anios,De Asia,1 de julio de 2007,11.751
De 35 a 39 anios,De Asia,1 de enero de 2007,10.980
De 35 a 39 anios,De Asia,1 de julio de 2006,10.385
De 35 a 39 anios,De Asia,1 de enero de 2006,9.782
De 35 a 39 anios,De Asia,1 de julio de 2005,9.129
De 35 a 39 anios,De Asia,1 de enero de 2005,8.376
De 35 a 39 anios,De Asia,1 de julio de 2004,7.475
De 35 a 39 anios,De Asia,1 de enero de 2004,6.775
De 35 a 39 anios,De Asia,1 de julio de 2003,6.117
De 35 a 39 anios,De Asia,1 de enero de 2003,5.492
De 35 a 39 anios,De Asia,1 de julio de 2002,4.902
De 35 a 39 anios,De Asia,1 de enero de 2002,4.393
De 35 a 39 anios,De Oceania,1 de julio de 2022,273
De 35 a 39 anios,De Oceania,1 de enero de 2022,258
De 35 a 39 anios,De Oceania,1 de julio de 2021,266
De 35 a 39 anios,De Oceania,1 de enero de 2021,267
De 35 a 39 anios,De Oceania,1 de julio de 2020,249
De 35 a 39 anios,De Oceania,1 de enero de 2020,245
De 35 a 39 anios,De Oceania,1 de julio de 2019,232
De 35 a 39 anios,De Oceania,1 de enero de 2019,222
De 35 a 39 anios,De Oceania,1 de julio de 2018,206
De 35 a 39 anios,De Oceania,1 de enero de 2018,203
De 35 a 39 anios,De Oceania,1 de julio de 2017,208
De 35 a 39 anios,De Oceania,1 de enero de 2017,221
De 35 a 39 anios,De Oceania,1 de julio de 2016,206
De 35 a 39 anios,De Oceania,1 de enero de 2016,196
De 35 a 39 anios,De Oceania,1 de julio de 2015,180
De 35 a 39 anios,De Oceania,1 de enero de 2015,163
De 35 a 39 anios,De Oceania,1 de julio de 2014,165
De 35 a 39 anios,De Oceania,1 de enero de 2014,167
De 35 a 39 anios,De Oceania,1 de julio de 2013,181
De 35 a 39 anios,De Oceania,1 de enero de 2013,177
De 35 a 39 anios,De Oceania,1 de julio de 2012,180
De 35 a 39 anios,De Oceania,1 de enero de 2012,168
De 35 a 39 anios,De Oceania,1 de julio de 2011,167
De 35 a 39 anios,De Oceania,1 de enero de 2011,160
De 35 a 39 anios,De Oceania,1 de julio de 2010,160
De 35 a 39 anios,De Oceania,1 de enero de 2010,165
De 35 a 39 anios,De Oceania,1 de julio de 2009,170
De 35 a 39 anios,De Oceania,1 de enero de 2009,174
De 35 a 39 anios,De Oceania,1 de julio de 2008,172
De 35 a 39 anios,De Oceania,1 de enero de 2008,159
De 35 a 39 anios,De Oceania,1 de julio de 2007,156
De 35 a 39 anios,De Oceania,1 de enero de 2007,152
De 35 a 39 anios,De Oceania,1 de julio de 2006,158
De 35 a 39 anios,De Oceania,1 de enero de 2006,153
De 35 a 39 anios,De Oceania,1 de julio de 2005,142
De 35 a 39 anios,De Oceania,1 de enero de 2005,125
De 35 a 39 anios,De Oceania,1 de julio de 2004,112
De 35 a 39 anios,De Oceania,1 de enero de 2004,104
De 35 a 39 anios,De Oceania,1 de julio de 2003,103
De 35 a 39 anios,De Oceania,1 de enero de 2003,97
De 35 a 39 anios,De Oceania,1 de julio de 2002,96
De 35 a 39 anios,De Oceania,1 de enero de 2002,85
De 35 a 39 anios,Apatridas,1 de julio de 2022,118
De 35 a 39 anios,Apatridas,1 de enero de 2022,111
De 35 a 39 anios,Apatridas,1 de julio de 2021,107
De 35 a 39 anios,Apatridas,1 de enero de 2021,99
De 35 a 39 anios,Apatridas,1 de julio de 2020,91
De 35 a 39 anios,Apatridas,1 de enero de 2020,86
De 35 a 39 anios,Apatridas,1 de julio de 2019,78
De 35 a 39 anios,Apatridas,1 de enero de 2019,66
De 35 a 39 anios,Apatridas,1 de julio de 2018,61
De 35 a 39 anios,Apatridas,1 de enero de 2018,52
De 35 a 39 anios,Apatridas,1 de julio de 2017,40
De 35 a 39 anios,Apatridas,1 de enero de 2017,33
De 35 a 39 anios,Apatridas,1 de julio de 2016,31
De 35 a 39 anios,Apatridas,1 de enero de 2016,29
De 35 a 39 anios,Apatridas,1 de julio de 2015,26
De 35 a 39 anios,Apatridas,1 de enero de 2015,24
De 35 a 39 anios,Apatridas,1 de julio de 2014,21
De 35 a 39 anios,Apatridas,1 de enero de 2014,16
De 35 a 39 anios,Apatridas,1 de julio de 2013,15
De 35 a 39 anios,Apatridas,1 de enero de 2013,15
De 35 a 39 anios,Apatridas,1 de julio de 2012,13
De 35 a 39 anios,Apatridas,1 de enero de 2012,11
De 35 a 39 anios,Apatridas,1 de julio de 2011,10
De 35 a 39 anios,Apatridas,1 de enero de 2011,12
De 35 a 39 anios,Apatridas,1 de julio de 2010,12
De 35 a 39 anios,Apatridas,1 de enero de 2010,12
De 35 a 39 anios,Apatridas,1 de julio de 2009,14
De 35 a 39 anios,Apatridas,1 de enero de 2009,14
De 35 a 39 anios,Apatridas,1 de julio de 2008,15
De 35 a 39 anios,Apatridas,1 de enero de 2008,15
De 35 a 39 anios,Apatridas,1 de julio de 2007,15
De 35 a 39 anios,Apatridas,1 de enero de 2007,14
De 35 a 39 anios,Apatridas,1 de julio de 2006,15
De 35 a 39 anios,Apatridas,1 de enero de 2006,15
De 35 a 39 anios,Apatridas,1 de julio de 2005,15
De 35 a 39 anios,Apatridas,1 de enero de 2005,16
De 35 a 39 anios,Apatridas,1 de julio de 2004,13
De 35 a 39 anios,Apatridas,1 de enero de 2004,12
De 35 a 39 anios,Apatridas,1 de julio de 2003,12
De 35 a 39 anios,Apatridas,1 de enero de 2003,11
De 35 a 39 anios,Apatridas,1 de julio de 2002,9
De 35 a 39 anios,Apatridas,1 de enero de 2002,9
De 40 a 44 anios,Espaniola,1 de julio de 2022,1.568.647
De 40 a 44 anios,Espaniola,1 de enero de 2022,1.596.556
De 40 a 44 anios,Espaniola,1 de julio de 2021,1.623.689
De 40 a 44 anios,Espaniola,1 de enero de 2021,1.651.855
De 40 a 44 anios,Espaniola,1 de julio de 2020,1.669.659
De 40 a 44 anios,Espaniola,1 de enero de 2020,1.689.882
De 40 a 44 anios,Espaniola,1 de julio de 2019,1.703.405
De 40 a 44 anios,Espaniola,1 de enero de 2019,1.717.678
De 40 a 44 anios,Espaniola,1 de julio de 2018,1.719.728
De 40 a 44 anios,Espaniola,1 de enero de 2018,1.722.886
